review_text,review_rating,brand_name,product_title,cleaned_text,tokens,tokens_no_stopwords,lemmatized_tokens,processed_text
It's just an awesome collection and one of the best collection in Nykaa.,5.0,Nykaa Cosmetics,Nykaa Matte to Last! Metallic Liquid Lipstick and Eyeshadow,it s just an awesome collection and one of the best collection in nykaa,"['it', 's', 'just', 'an', 'awesome', 'collection', 'and', 'one', 'of', 'the', 'best', 'collection', 'in', 'nykaa']","['awesome', 'collection', 'one', 'best', 'collection', 'nykaa']","['awesome', 'collection', 'one', 'best', 'collection', 'nykaa']",awesome collection one best collection nykaa
I totally love love this particular shade in this range.. It stays around 6 hours. It doesn't make lips dry. Gonna try every shades in this range.,5.0,Kay Beauty,Kay Beauty Matteinee Matte Lip Crayon Lipstick,i totally love love this particular shade in this range it stays around hours it doesn t make lips dry gonna try every shades in this range,"['i', 'totally', 'love', 'love', 'this', 'particular', 'shade', 'in', 'this', 'range', 'it', 'stays', 'around', 'hours', 'it', 'doesn', 't', 'make', 'lips', 'dry', 'gon', 'na', 'try', 'every', 'shades', 'in', 'this', 'range']","['totally', 'love', 'love', 'particular', 'shade', 'range', 'stays', 'around', 'hours', 'make', 'lips', 'dry', 'gon', 'na', 'try', 'every', 'shades', 'range']","['totally', 'love', 'love', 'particular', 'shade', 'range', 'stay', 'around', 'hour', 'make', 'lip', 'dry', 'gon', 'na', 'try', 'every', 'shade', 'range']",totally love love particular shade range stay around hour make lip dry gon na try every shade range
"I was making my mind since long for this share, but seriously it suits me.",5.0,L'Oreal Paris,L'Oreal Paris Infallible Mega Gloss,i was making my mind since long for this share but seriously it suits me,"['i', 'was', 'making', 'my', 'mind', 'since', 'long', 'for', 'this', 'share', 'but', 'seriously', 'it', 'suits', 'me']","['making', 'mind', 'since', 'long', 'share', 'seriously', 'suits']","['making', 'mind', 'since', 'long', 'share', 'seriously', 'suit']",making mind since long share seriously suit
"Beautiful texture, smooth application. Loved it! Would like to try more varients from this range.",5.0,Kay Beauty,Kay Beauty Nail Nourish Nail Enamel Polish,beautiful texture smooth application loved it would like to try more varients from this range,"['beautiful', 'texture', 'smooth', 'application', 'loved', 'it', 'would', 'like', 'to', 'try', 'more', 'varients', 'from', 'this', 'range']","['beautiful', 'texture', 'smooth', 'application', 'loved', 'would', 'like', 'try', 'varients', 'range']","['beautiful', 'texture', 'smooth', 'application', 'loved', 'would', 'like', 'try', 'varients', 'range']",beautiful texture smooth application loved would like try varients range
The product dries out quickly If you don't blend it fast enough. It is a matte consistency,4.0,Nykaa Cosmetics,Nykaa Mini Skinshield Anti-pollution Matte Foundation,the product dries out quickly if you don t blend it fast enough it is a matte consistency,"['the', 'product', 'dries', 'out', 'quickly', 'if', 'you', 'don', 't', 'blend', 'it', 'fast', 'enough', 'it', 'is', 'a', 'matte', 'consistency']","['product', 'dries', 'quickly', 'blend', 'fast', 'enough', 'matte', 'consistency']","['product', 'dry', 'quickly', 'blend', 'fast', 'enough', 'matte', 'consistency']",product dry quickly blend fast enough matte consistency
Amazing product good for root colouring must try,5.0,L'Oreal Paris,L'Oreal Paris Magic Retouch Instant Root Concealer Spray,amazing product good for root colouring must try,"['amazing', 'product', 'good', 'for', 'root', 'colouring', 'must', 'try']","['amazing', 'product', 'good', 'root', 'colouring', 'must', 'try']","['amazing', 'product', 'good', 'root', 'colouring', 'must', 'try']",amazing product good root colouring must try
"Smokey eyes, waterproof Lakme kohl pencil and with the best offer given by Nykaa is amazing.",5.0,Lakme,Lakme Kajal - Black,smokey eyes waterproof lakme kohl pencil and with the best offer given by nykaa is amazing,"['smokey', 'eyes', 'waterproof', 'lakme', 'kohl', 'pencil', 'and', 'with', 'the', 'best', 'offer', 'given', 'by', 'nykaa', 'is', 'amazing']","['smokey', 'eyes', 'waterproof', 'lakme', 'kohl', 'pencil', 'best', 'offer', 'given', 'nykaa', 'amazing']","['smokey', 'eye', 'waterproof', 'lakme', 'kohl', 'pencil', 'best', 'offer', 'given', 'nykaa', 'amazing']",smokey eye waterproof lakme kohl pencil best offer given nykaa amazing
Looks lovely and is easy to apply,5.0,Kay Beauty,Kay Beauty Creme Blush,looks lovely and is easy to apply,"['looks', 'lovely', 'and', 'is', 'easy', 'to', 'apply']","['looks', 'lovely', 'easy', 'apply']","['look', 'lovely', 'easy', 'apply']",look lovely easy apply
Visible effects after one watch,5.0,Herbal Essences,Herbal Essences Strawberry & Mint Conditioner - For Cleansing & Volume - Paraben Free,visible effects after one watch,"['visible', 'effects', 'after', 'one', 'watch']","['visible', 'effects', 'one', 'watch']","['visible', 'effect', 'one', 'watch']",visible effect one watch
I bought it thinking that it gives the glow from within..natural kinda glow.. but it gives me a glittery artificially looking glow.. so expensive yet not satisfying :( highly disappointed :( want my money back :/,3.0,NYX Professional Makeup,NYX Professional Makeup Born To Glow Liquid Illuminator,i bought it thinking that it gives the glow from within natural kinda glow but it gives me a glittery artificially looking glow so expensive yet not satisfying highly disappointed want my money back,"['i', 'bought', 'it', 'thinking', 'that', 'it', 'gives', 'the', 'glow', 'from', 'within', 'natural', 'kinda', 'glow', 'but', 'it', 'gives', 'me', 'a', 'glittery', 'artificially', 'looking', 'glow', 'so', 'expensive', 'yet', 'not', 'satisfying', 'highly', 'disappointed', 'want', 'my', 'money', 'back']","['bought', 'thinking', 'gives', 'glow', 'within', 'natural', 'kinda', 'glow', 'gives', 'glittery', 'artificially', 'looking', 'glow', 'expensive', 'yet', 'satisfying', 'highly', 'disappointed', 'want', 'money', 'back']","['bought', 'thinking', 'give', 'glow', 'within', 'natural', 'kinda', 'glow', 'give', 'glittery', 'artificially', 'looking', 'glow', 'expensive', 'yet', 'satisfying', 'highly', 'disappointed', 'want', 'money', 'back']",bought thinking give glow within natural kinda glow give glittery artificially looking glow expensive yet satisfying highly disappointed want money back
"Got this shampoo 6months ago and loved it . It actually worked to reduce my hair fall completely then I discided to get a set this time bcos earlier I used argan shampoo and coconut conditioner combination. This time I purchased same in set. Just go for it , it’s not harsh. Makes ur hair smooth, bouncy , voluminous , .... n also my hair started to grow long and healthy.",5.0,Herbal Essences,Herbal Essences Argan 2 Shampoo + Conditioner,got this shampoo months ago and loved it it actually worked to reduce my hair fall completely then i discided to get a set this time bcos earlier i used argan shampoo and coconut conditioner combination this time i purchased same in set just go for it it s not harsh makes ur hair smooth bouncy voluminous n also my hair started to grow long and healthy,"['got', 'this', 'shampoo', 'months', 'ago', 'and', 'loved', 'it', 'it', 'actually', 'worked', 'to', 'reduce', 'my', 'hair', 'fall', 'completely', 'then', 'i', 'discided', 'to', 'get', 'a', 'set', 'this', 'time', 'bcos', 'earlier', 'i', 'used', 'argan', 'shampoo', 'and', 'coconut', 'conditioner', 'combination', 'this', 'time', 'i', 'purchased', 'same', 'in', 'set', 'just', 'go', 'for', 'it', 'it', 's', 'not', 'harsh', 'makes', 'ur', 'hair', 'smooth', 'bouncy', 'voluminous', 'n', 'also', 'my', 'hair', 'started', 'to', 'grow', 'long', 'and', 'healthy']","['got', 'shampoo', 'months', 'ago', 'loved', 'actually', 'worked', 'reduce', 'hair', 'fall', 'completely', 'discided', 'get', 'set', 'time', 'bcos', 'earlier', 'used', 'argan', 'shampoo', 'coconut', 'conditioner', 'combination', 'time', 'purchased', 'set', 'go', 'harsh', 'makes', 'ur', 'hair', 'smooth', 'bouncy', 'voluminous', 'n', 'also', 'hair', 'started', 'grow', 'long', 'healthy']","['got', 'shampoo', 'month', 'ago', 'loved', 'actually', 'worked', 'reduce', 'hair', 'fall', 'completely', 'discided', 'get', 'set', 'time', 'bcos', 'earlier', 'used', 'argan', 'shampoo', 'coconut', 'conditioner', 'combination', 'time', 'purchased', 'set', 'go', 'harsh', 'make', 'ur', 'hair', 'smooth', 'bouncy', 'voluminous', 'n', 'also', 'hair', 'started', 'grow', 'long', 'healthy']",got shampoo month ago loved actually worked reduce hair fall completely discided get set time bcos earlier used argan shampoo coconut conditioner combination time purchased set go harsh make ur hair smooth bouncy voluminous n also hair started grow long healthy
"Perfect for my skin tone. I have never doubted Kay beauty products, so love it very much.",5.0,Kay Beauty,Kay Beauty Contour Stick,perfect for my skin tone i have never doubted kay beauty products so love it very much,"['perfect', 'for', 'my', 'skin', 'tone', 'i', 'have', 'never', 'doubted', 'kay', 'beauty', 'products', 'so', 'love', 'it', 'very', 'much']","['perfect', 'skin', 'tone', 'never', 'doubted', 'kay', 'beauty', 'products', 'love', 'much']","['perfect', 'skin', 'tone', 'never', 'doubted', 'kay', 'beauty', 'product', 'love', 'much']",perfect skin tone never doubted kay beauty product love much
Omgg this is my favourite foundation what's quality n very lightful foundation ❤️😍,5.0,Kay Beauty,Kay Beauty Hydrating Foundation,omgg this is my favourite foundation what s quality n very lightful foundation,"['omgg', 'this', 'is', 'my', 'favourite', 'foundation', 'what', 's', 'quality', 'n', 'very', 'lightful', 'foundation']","['omgg', 'favourite', 'foundation', 'quality', 'n', 'lightful', 'foundation']","['omgg', 'favourite', 'foundation', 'quality', 'n', 'lightful', 'foundation']",omgg favourite foundation quality n lightful foundation
"I personally liked it, this was my first liner purchase. Nice for winged eyes.",5.0,Nykaa Cosmetics,Nykaa Get Winged! Sketch Eyeliner Pen - Black Swan 01,i personally liked it this was my first liner purchase nice for winged eyes,"['i', 'personally', 'liked', 'it', 'this', 'was', 'my', 'first', 'liner', 'purchase', 'nice', 'for', 'winged', 'eyes']","['personally', 'liked', 'first', 'liner', 'purchase', 'nice', 'winged', 'eyes']","['personally', 'liked', 'first', 'liner', 'purchase', 'nice', 'winged', 'eye']",personally liked first liner purchase nice winged eye
What a shade... just wow smooth application perfect colour long lasting ... Kay beauty rocks,5.0,Kay Beauty,Kay Beauty Matteinee Matte Lip Crayon Lipstick,what a shade just wow smooth application perfect colour long lasting kay beauty rocks,"['what', 'a', 'shade', 'just', 'wow', 'smooth', 'application', 'perfect', 'colour', 'long', 'lasting', 'kay', 'beauty', 'rocks']","['shade', 'wow', 'smooth', 'application', 'perfect', 'colour', 'long', 'lasting', 'kay', 'beauty', 'rocks']","['shade', 'wow', 'smooth', 'application', 'perfect', 'colour', 'long', 'lasting', 'kay', 'beauty', 'rock']",shade wow smooth application perfect colour long lasting kay beauty rock
These patches really do help in thinning of your active ache. Just leave it overnight.,4.0,Nykaa Naturals,Nykaa Skin Secrets Tea Tree & Salicylic Acid Spot Patch,these patches really do help in thinning of your active ache just leave it overnight,"['these', 'patches', 'really', 'do', 'help', 'in', 'thinning', 'of', 'your', 'active', 'ache', 'just', 'leave', 'it', 'overnight']","['patches', 'really', 'help', 'thinning', 'active', 'ache', 'leave', 'overnight']","['patch', 'really', 'help', 'thinning', 'active', 'ache', 'leave', 'overnight']",patch really help thinning active ache leave overnight
Little bit chalky...othrwse its nice ?,5.0,Lakme,Lakme Absolute Kohl Ultimate The Gelato Collection,little bit chalky othrwse its nice,"['little', 'bit', 'chalky', 'othrwse', 'its', 'nice']","['little', 'bit', 'chalky', 'othrwse', 'nice']","['little', 'bit', 'chalky', 'othrwse', 'nice']",little bit chalky othrwse nice
I use it as a highlighter and it looks really nice.,5.0,Maybelline New York,Maybelline New York Facestudio Master Strobing Cream,i use it as a highlighter and it looks really nice,"['i', 'use', 'it', 'as', 'a', 'highlighter', 'and', 'it', 'looks', 'really', 'nice']","['use', 'highlighter', 'looks', 'really', 'nice']","['use', 'highlighter', 'look', 'really', 'nice']",use highlighter look really nice
"Gorgeous colours, gives the illusion of elongating your fingers.😍",5.0,Kay Beauty,Kay Beauty Nail Nourish Nail Enamel Polish,gorgeous colours gives the illusion of elongating your fingers,"['gorgeous', 'colours', 'gives', 'the', 'illusion', 'of', 'elongating', 'your', 'fingers']","['gorgeous', 'colours', 'gives', 'illusion', 'elongating', 'fingers']","['gorgeous', 'colour', 'give', 'illusion', 'elongating', 'finger']",gorgeous colour give illusion elongating finger
Very nice conditioner. amazing flavour. Fragrance is so good. Gives hair a nice shine. Makes hair bouncy Also gives cooling sensation.,5.0,Herbal Essences,Herbal Essences Strawberry & Mint Conditioner - For Cleansing & Volume - Paraben Free,very nice conditioner amazing flavour fragrance is so good gives hair a nice shine makes hair bouncy also gives cooling sensation,"['very', 'nice', 'conditioner', 'amazing', 'flavour', 'fragrance', 'is', 'so', 'good', 'gives', 'hair', 'a', 'nice', 'shine', 'makes', 'hair', 'bouncy', 'also', 'gives', 'cooling', 'sensation']","['nice', 'conditioner', 'amazing', 'flavour', 'fragrance', 'good', 'gives', 'hair', 'nice', 'shine', 'makes', 'hair', 'bouncy', 'also', 'gives', 'cooling', 'sensation']","['nice', 'conditioner', 'amazing', 'flavour', 'fragrance', 'good', 'give', 'hair', 'nice', 'shine', 'make', 'hair', 'bouncy', 'also', 'give', 'cooling', 'sensation']",nice conditioner amazing flavour fragrance good give hair nice shine make hair bouncy also give cooling sensation
"Refer the picture for the results, love the formula of this stick , blends like butter",5.0,Nykaa Cosmetics,Nykaa SKINgenius Foundation Stick Conceal Contour & Corrector - Golden Hazelnut 06,refer the picture for the results love the formula of this stick blends like butter,"['refer', 'the', 'picture', 'for', 'the', 'results', 'love', 'the', 'formula', 'of', 'this', 'stick', 'blends', 'like', 'butter']","['refer', 'picture', 'results', 'love', 'formula', 'stick', 'blends', 'like', 'butter']","['refer', 'picture', 'result', 'love', 'formula', 'stick', 'blend', 'like', 'butter']",refer picture result love formula stick blend like butter
